id,title,isbn,publish_date,price_value,price_currency
1924,Django Essentials,978-100-000-192-4,2020-04-01,71.12,USD
1925,Erlang Fundamentals,978-100-000-192-5,2021-08-10,76.49,EUR
1926,Azure in Action,978-100-000-192-6,2021-01-28,89.16,USD
1927,Python for Beginners,978-100-000-192-7,2020-07-07,58.49,EUR
1928,DevOps Guide,978-100-000-192-8,2021-06-14,51.86,USD
1929,Cybersecurity Demystified,978-100-000-192-9,2021-05-20,26.27,EUR
1930,Spring Mastery,978-100-000-193-0,2020-10-22,65.66,GBP
1931,C++ Crash Course,978-100-000-193-1,2022-02-23,86.69,GBP
1932,Swift for Beginners,978-100-000-193-2,2022-01-26,66.05,EUR
1933,Docker Mastery,978-100-000-193-3,2020-07-28,18.85,GBP
1934,Elixir in 24 Hours,978-100-000-193-4,2020-11-05,26.89,EUR
1935,Django Guide,978-100-000-193-5,2022-01-13,62.83,USD
1936,Flask Guide,978-100-000-193-6,2020-03-02,99.64,GBP
1937,Blockchain Fundamentals,978-100-000-193-7,2020-08-08,60.55,USD
1938,C++ for Beginners,978-100-000-193-8,2020-11-08,23.18,USD
1939,C# Essentials,978-100-000-193-9,2022-01-21,28.32,USD
1940,Kotlin Guide,978-100-000-194-0,2020-11-05,90.84,GBP
1941,Angular in Action,978-100-000-194-1,2021-04-22,25.44,GBP
1942,Haskell Essentials,978-100-000-194-2,2022-03-30,19.11,GBP
1943,Java Crash Course,978-100-000-194-3,2020-11-30,68.34,GBP
1944,React Native Cookbook,978-100-000-194-4,2021-10-15,10.45,GBP
1945,Machine Learning Handbook,978-100-000-194-5,2022-01-06,46.96,EUR
1946,Django Patterns,978-100-000-194-6,2021-03-06,38.96,GBP
1947,React in 24 Hours,978-100-000-194-7,2022-07-25,26.71,GBP
1948,Data Science in Action,978-100-000-194-8,2022-07-24,40.53,USD
1949,Laravel Demystified,978-100-000-194-9,2021-02-18,66.76,GBP
1950,C# Deep Dive,978-100-000-195-0,2021-03-26,69.01,GBP
1951,Data Science in 24 Hours,978-100-000-195-1,2021-09-21,79.87,EUR
1952,JavaScript Crash Course,978-100-000-195-2,2022-07-19,90.35,USD
1953,DevOps in 24 Hours,978-100-000-195-3,2021-02-28,85.80,USD
1954,Cybersecurity Deep Dive,978-100-000-195-4,2020-03-01,81.95,EUR
1955,Go Deep Dive,978-100-000-195-5,2020-12-04,90.22,GBP
1956,Kotlin Patterns,978-100-000-195-6,2020-07-25,36.26,USD
1957,Spring in 24 Hours,978-100-000-195-7,2022-07-09,15.75,GBP
1958,Java Patterns,978-100-000-195-8,2021-07-13,77.09,GBP
1959,Erlang Deep Dive,978-100-000-195-9,2022-05-07,53.24,USD
1960,TypeScript Fundamentals,978-100-000-196-0,2020-03-07,65.75,EUR
1961,Java Cookbook,978-100-000-196-1,2020-04-21,53.48,GBP
1962,Spring Mastery,978-100-000-196-2,2021-07-19,91.90,USD
1963,AI Handbook,978-100-000-196-3,2020-04-04,83.27,GBP
1964,Kotlin Guide,978-100-000-196-4,2021-07-06,61.59,USD
1965,Flask Guide,978-100-000-196-5,2022-07-26,59.69,GBP
1966,PHP Handbook,978-100-000-196-6,2021-07-19,76.47,USD
1967,Flask in Action,978-100-000-196-7,2021-05-12,74.22,EUR
1968,Python Demystified,978-100-000-196-8,2022-07-30,65.10,USD
1969,Flutter Cookbook,978-100-000-196-9,2020-02-14,12.07,USD
1970,PHP Handbook,978-100-000-197-0,2021-07-21,57.63,USD
1971,Python Fundamentals,978-100-000-197-1,2022-08-29,85.76,GBP
1972,Data Science Handbook,978-100-000-197-2,2021-07-01,56.18,GBP
1973,Django Deep Dive,978-100-000-197-3,2020-07-26,75.06,EUR
1974,Docker Patterns,978-100-000-197-4,2021-07-31,99.89,USD
1975,Swift Demystified,978-100-000-197-5,2020-06-05,17.57,USD
1976,React Mastery,978-100-000-197-6,2021-03-18,54.42,USD
1977,Rust Demystified,978-100-000-197-7,2020-12-26,71.96,GBP
1978,Scala for Beginners,978-100-000-197-8,2021-07-18,39.65,GBP
1979,Django Deep Dive,978-100-000-197-9,2020-01-25,70.82,EUR
1980,Elixir Demystified,978-100-000-198-0,2021-12-23,53.91,USD
1981,Laravel Demystified,978-100-000-198-1,2021-01-09,20.23,GBP
1982,Spring Advanced,978-100-000-198-2,2021-08-29,14.04,GBP
1983,Ruby Cookbook,978-100-000-198-3,2021-10-16,82.47,GBP
1984,Azure Cookbook,978-100-000-198-4,2021-06-16,30.47,EUR
1985,Spring in Action,978-100-000-198-5,2022-02-18,51.86,EUR
1986,Flask Deep Dive,978-100-000-198-6,2022-03-07,13.31,GBP
1987,C# Handbook,978-100-000-198-7,2021-10-30,94.57,EUR
1988,JavaScript for Beginners,978-100-000-198-8,2021-08-15,46.31,USD
1989,Ruby Mastery,978-100-000-198-9,2021-12-04,42.73,EUR
1990,Docker Demystified,978-100-000-199-0,2020-03-13,12.04,GBP
1991,Swift Advanced,978-100-000-199-1,2020-04-24,14.33,EUR
1992,DevOps Advanced,978-100-000-199-2,2021-12-19,18.42,USD
1993,AI Fundamentals,978-100-000-199-3,2021-08-14,17.38,EUR
1994,Erlang in 24 Hours,978-100-000-199-4,2020-07-16,91.74,EUR
1995,Data Science Cookbook,978-100-000-199-5,2021-08-10,53.19,USD
1996,Flask Handbook,978-100-000-199-6,2020-06-21,57.25,EUR
1997,Machine Learning in Action,978-100-000-199-7,2021-10-26,12.58,EUR
1998,Django Patterns,978-100-000-199-8,2021-02-20,56.37,EUR
1999,Cybersecurity Guide,978-100-000-199-9,2022-07-26,89.36,USD
2000,Vue Essentials,978-100-000-200-0,2022-05-02,78.73,EUR
2001,Python Guide,978-100-000-200-1,2020-05-04,31.91,GBP
2002,Blockchain Handbook,978-100-000-200-2,2022-07-01,76.36,EUR
2003,Cybersecurity in Action,978-100-000-200-3,2021-05-28,77.52,USD
2004,TypeScript Demystified,978-100-000-200-4,2021-03-26,82.69,EUR
2005,Swift Advanced,978-100-000-200-5,2020-07-14,33.10,USD
2006,Kotlin Guide,978-100-000-200-6,2020-04-09,55.11,GBP
2007,Java Cookbook,978-100-000-200-7,2020-01-03,41.56,GBP
2008,Python Mastery,978-100-000-200-8,2021-05-31,41.88,USD
2009,Angular in Action,978-100-000-200-9,2020-04-22,85.98,USD
2010,PHP Fundamentals,978-100-000-201-0,2021-05-25,86.39,USD
2011,TypeScript Mastery,978-100-000-201-1,2021-08-05,78.74,EUR
2012,Rust Demystified,978-100-000-201-2,2020-10-14,29.76,USD
2013,Django Guide,978-100-000-201-3,2022-05-25,71.12,USD
2014,Haskell Guide,978-100-000-201-4,2020-04-04,74.51,USD
2015,React Native Essentials,978-100-000-201-5,2021-02-27,22.67,GBP
2016,Python Cookbook,978-100-000-201-6,2021-07-31,69.44,GBP
2017,React in 24 Hours,978-100-000-201-7,2021-04-12,99.56,EUR
2018,Haskell in 24 Hours,978-100-000-201-8,2021-05-08,99.51,GBP
2019,AI Guide,978-100-000-201-9,2020-10-27,53.16,GBP
2020,Vue Mastery,978-100-000-202-0,2022-07-20,79.27,EUR
2021,Machine Learning Essentials,978-100-000-202-1,2021-12-29,77.80,USD
2022,AWS Mastery,978-100-000-202-2,2020-04-08,68.31,GBP
2023,React Mastery,978-100-000-202-3,2020-10-18,53.59,USD
2024,Haskell Cookbook,978-100-000-202-4,2020-12-05,40.67,GBP
2025,Swift Patterns,978-100-000-202-5,2021-07-25,39.78,USD
2026,TypeScript Mastery,978-100-000-202-6,2022-04-04,40.51,EUR
2027,Scala Patterns,978-100-000-202-7,2022-07-26,19.93,USD
2028,Java Demystified,978-100-000-202-8,2020-04-02,60.27,USD
2029,Cybersecurity Deep Dive,978-100-000-202-9,2020-01-02,86.47,GBP
2030,Blockchain Mastery,978-100-000-203-0,2020-03-23,26.21,EUR
2031,Scala Demystified,978-100-000-203-1,2020-03-29,63.05,USD
2032,C# Fundamentals,978-100-000-203-2,2020-08-22,69.04,GBP
2033,Rust Essentials,978-100-000-203-3,2020-10-22,26.51,USD
2034,Scala Patterns,978-100-000-203-4,2020-12-23,45.92,GBP
2035,Angular Deep Dive,978-100-000-203-5,2022-03-17,86.22,USD
2036,Vue for Beginners,978-100-000-203-6,2020-09-28,46.32,USD
2037,Java in Action,978-100-000-203-7,2021-09-17,87.30,EUR
2038,C++ Crash Course,978-100-000-203-8,2020-11-14,26.81,EUR
2039,Go Cookbook,978-100-000-203-9,2020-03-28,99.17,GBP
2040,Haskell Advanced,978-100-000-204-0,2022-09-06,26.90,GBP
2041,JavaScript Fundamentals,978-100-000-204-1,2021-11-24,69.66,EUR
2042,Cybersecurity Demystified,978-100-000-204-2,2020-11-15,68.32,USD
2043,Flutter Cookbook,978-100-000-204-3,2020-11-18,56.55,GBP
2044,DevOps Crash Course,978-100-000-204-4,2021-03-05,66.69,USD
2045,JavaScript Cookbook,978-100-000-204-5,2022-03-03,57.26,USD
2046,Python Advanced,978-100-000-204-6,2021-09-13,15.06,EUR
2047,Flutter Guide,978-100-000-204-7,2022-08-02,80.00,GBP
2048,Elixir Essentials,978-100-000-204-8,2021-06-04,83.07,GBP
2049,React Native Guide,978-100-000-204-9,2020-03-17,73.81,USD
2050,GCP Guide,978-100-000-205-0,2021-02-12,70.60,USD
2051,Blockchain Deep Dive,978-100-000-205-1,2020-10-21,61.56,GBP
2052,TypeScript Patterns,978-100-000-205-2,2020-12-10,77.90,GBP
2053,React Deep Dive,978-100-000-205-3,2022-04-17,58.57,GBP
2054,DevOps Advanced,978-100-000-205-4,2020-10-09,50.63,EUR
2055,Spring Deep Dive,978-100-000-205-5,2022-09-01,53.67,USD
2056,PHP Mastery,978-100-000-205-6,2021-04-02,48.00,GBP
2057,Blockchain Crash Course,978-100-000-205-7,2022-03-19,83.98,EUR
2058,Kubernetes Cookbook,978-100-000-205-8,2021-02-06,57.61,EUR
2059,Elixir Advanced,978-100-000-205-9,2020-11-14,89.05,EUR
2060,Rust Mastery,978-100-000-206-0,2020-02-11,81.80,GBP
2061,Azure Essentials,978-100-000-206-1,2020-06-28,14.23,USD
2062,C++ Essentials,978-100-000-206-2,2020-01-03,32.83,GBP
2063,Django in 24 Hours,978-100-000-206-3,2021-01-24,55.45,GBP
2064,Data Science Demystified,978-100-000-206-4,2022-01-29,77.90,EUR
2065,Vue for Beginners,978-100-000-206-5,2020-05-10,51.48,GBP
2066,C++ Fundamentals,978-100-000-206-6,2022-07-31,31.98,EUR
2067,Swift in Action,978-100-000-206-7,2020-09-21,39.17,EUR
2068,AI Cookbook,978-100-000-206-8,2021-07-07,73.57,USD
2069,Rust Mastery,978-100-000-206-9,2021-09-11,62.05,GBP
2070,Go Mastery,978-100-000-207-0,2022-09-22,32.80,EUR
2071,PHP Advanced,978-100-000-207-1,2020-10-23,75.23,EUR
2072,Scala for Beginners,978-100-000-207-2,2021-03-08,73.10,USD
2073,C++ Deep Dive,978-100-000-207-3,2021-10-18,76.26,USD
2074,Data Science Mastery,978-100-000-207-4,2022-06-10,98.13,EUR
2075,Data Science Fundamentals,978-100-000-207-5,2020-08-22,33.75,EUR
2076,Go Demystified,978-100-000-207-6,2021-02-27,90.76,USD
2077,JavaScript Mastery,978-100-000-207-7,2020-01-24,54.98,USD
2078,Flutter Cookbook,978-100-000-207-8,2021-03-14,71.11,GBP
2079,JavaScript Patterns,978-100-000-207-9,2022-07-26,99.64,USD
2080,Spring Patterns,978-100-000-208-0,2020-08-11,79.88,USD
2081,Laravel Advanced,978-100-000-208-1,2021-04-26,63.91,USD
2082,Machine Learning Patterns,978-100-000-208-2,2022-07-01,45.09,GBP
2083,Ruby in 24 Hours,978-100-000-208-3,2022-09-19,65.51,USD
2084,Docker Mastery,978-100-000-208-4,2021-12-15,93.72,USD
2085,C++ Patterns,978-100-000-208-5,2021-07-06,17.79,EUR
2086,Cybersecurity Patterns,978-100-000-208-6,2021-06-07,36.65,USD
2087,Cybersecurity Mastery,978-100-000-208-7,2021-11-22,30.13,USD
2088,Vue Patterns,978-100-000-208-8,2020-10-16,16.88,USD
2089,Cybersecurity Mastery,978-100-000-208-9,2022-05-21,94.20,EUR
2090,Kubernetes Patterns,978-100-000-209-0,2021-05-02,43.05,GBP
2091,Azure for Beginners,978-100-000-209-1,2020-07-12,73.91,GBP
2092,PHP in Action,978-100-000-209-2,2021-08-10,21.88,GBP
2093,React Guide,978-100-000-209-3,2021-01-12,23.83,USD
2094,Ruby Essentials,978-100-000-209-4,2021-10-13,52.12,GBP
2095,Flask Mastery,978-100-000-209-5,2021-11-21,23.06,USD
2096,Python Fundamentals,978-100-000-209-6,2022-06-04,76.01,GBP
2097,Azure Mastery,978-100-000-209-7,2020-06-04,55.95,USD
2098,PHP Handbook,978-100-000-209-8,2021-07-18,38.82,USD
2099,Kubernetes for Beginners,978-100-000-209-9,2020-04-19,47.69,USD
2100,PHP Demystified,978-100-000-210-0,2022-02-11,69.77,USD
2101,AWS in Action,978-100-000-210-1,2020-06-12,78.47,USD
2102,PHP Mastery,978-100-000-210-2,2021-12-03,12.02,GBP
2103,Flutter Fundamentals,978-100-000-210-3,2021-08-13,16.64,USD
2104,Elixir in Action,978-100-000-210-4,2021-05-19,86.60,GBP
2105,AWS Fundamentals,978-100-000-210-5,2021-04-10,50.01,EUR
2106,Spring Crash Course,978-100-000-210-6,2020-11-23,22.67,EUR
2107,JavaScript Fundamentals,978-100-000-210-7,2020-08-13,94.64,EUR
2108,Go Mastery,978-100-000-210-8,2021-03-20,94.74,EUR
2109,AWS Patterns,978-100-000-210-9,2022-06-15,38.59,GBP
2110,Angular Deep Dive,978-100-000-211-0,2022-07-29,55.65,GBP
2111,Swift Mastery,978-100-000-211-1,2021-08-09,95.47,EUR
2112,JavaScript Handbook,978-100-000-211-2,2021-06-21,95.76,EUR
2113,JavaScript in 24 Hours,978-100-000-211-3,2021-11-25,43.89,USD
2114,Django Fundamentals,978-100-000-211-4,2022-07-15,17.43,GBP
2115,Kubernetes Patterns,978-100-000-211-5,2021-11-13,22.96,GBP
2116,Docker Advanced,978-100-000-211-6,2020-06-09,49.06,USD
2117,DevOps Crash Course,978-100-000-211-7,2020-04-05,98.29,USD
2118,React Mastery,978-100-000-211-8,2020-02-28,59.81,USD
2119,Java Fundamentals,978-100-000-211-9,2021-06-29,51.27,GBP
2120,Angular Deep Dive,978-100-000-212-0,2021-10-11,61.77,EUR
2121,Vue Mastery,978-100-000-212-1,2020-02-02,57.47,GBP
2122,Elixir Mastery,978-100-000-212-2,2020-01-20,91.31,EUR
2123,Elixir Essentials,978-100-000-212-3,2022-08-09,18.29,EUR
2124,Scala Essentials,978-100-000-212-4,2022-02-02,98.24,GBP
2125,Kotlin Patterns,978-100-000-212-5,2022-02-02,14.20,GBP
2126,AI Cookbook,978-100-000-212-6,2021-11-08,24.12,EUR
2127,Scala for Beginners,978-100-000-212-7,2021-12-28,32.72,GBP
2128,JavaScript Advanced,978-100-000-212-8,2022-07-15,89.51,USD
2129,Docker Demystified,978-100-000-212-9,2021-01-02,13.60,USD
2130,Ruby in Action,978-100-000-213-0,2021-01-14,20.50,USD
2131,AWS Mastery,978-100-000-213-1,2022-03-03,50.34,USD
2132,Kubernetes for Beginners,978-100-000-213-2,2020-08-12,84.48,GBP
2133,Kotlin Patterns,978-100-000-213-3,2020-12-14,47.40,GBP
2134,Java Crash Course,978-100-000-213-4,2020-10-29,50.14,USD
2135,Azure Demystified,978-100-000-213-5,2021-09-19,69.12,GBP
2136,PHP for Beginners,978-100-000-213-6,2021-08-29,93.12,USD
2137,GCP Crash Course,978-100-000-213-7,2020-05-06,58.82,GBP
2138,Scala Essentials,978-100-000-213-8,2021-09-20,67.99,USD
2139,Kubernetes Handbook,978-100-000-213-9,2021-07-21,83.49,GBP
2140,Erlang in 24 Hours,978-100-000-214-0,2022-01-31,32.29,EUR
2141,DevOps Guide,978-100-000-214-1,2021-05-04,50.73,USD
2142,TypeScript Essentials,978-100-000-214-2,2021-12-19,10.54,GBP
2143,PHP for Beginners,978-100-000-214-3,2021-07-21,74.07,GBP
2144,Kotlin Handbook,978-100-000-214-4,2020-06-21,90.29,EUR
2145,Go Fundamentals,978-100-000-214-5,2022-04-08,54.37,USD
2146,Flask Handbook,978-100-000-214-6,2022-06-17,15.38,USD
2147,Kubernetes Handbook,978-100-000-214-7,2020-07-30,26.04,GBP
2148,Laravel in Action,978-100-000-214-8,2021-08-06,67.26,EUR
2149,Go Fundamentals,978-100-000-214-9,2021-06-18,39.15,USD
2150,Rust Advanced,978-100-000-215-0,2021-02-09,89.51,GBP
2151,Angular in Action,978-100-000-215-1,2020-05-26,58.01,USD
2152,Go in Action,978-100-000-215-2,2021-12-22,58.62,GBP
2153,Scala Deep Dive,978-100-000-215-3,2021-08-03,67.14,USD
2154,Blockchain Handbook,978-100-000-215-4,2020-03-31,45.49,USD
2155,Machine Learning in 24 Hours,978-100-000-215-5,2020-05-15,92.62,GBP
2156,Data Science Patterns,978-100-000-215-6,2022-01-17,67.06,USD
2157,React Native for Beginners,978-100-000-215-7,2021-08-01,51.38,USD
2158,React Native Deep Dive,978-100-000-215-8,2020-02-13,78.91,GBP
2159,Rust Patterns,978-100-000-215-9,2020-11-17,59.42,EUR
2160,React Native Deep Dive,978-100-000-216-0,2020-05-08,29.10,USD
2161,Docker Mastery,978-100-000-216-1,2022-03-10,29.98,EUR
2162,Flask Demystified,978-100-000-216-2,2021-07-18,40.74,USD
2163,React in Action,978-100-000-216-3,2020-01-20,26.36,USD
2164,Laravel for Beginners,978-100-000-216-4,2022-04-14,53.03,USD
2165,Python in Action,978-100-000-216-5,2020-02-13,83.35,GBP
2166,Kubernetes Fundamentals,978-100-000-216-6,2020-07-05,80.69,USD
2167,Django Cookbook,978-100-000-216-7,2020-03-20,32.83,EUR
2168,Spring Demystified,978-100-000-216-8,2020-09-11,46.35,USD
2169,React Native Advanced,978-100-000-216-9,2020-06-24,10.84,EUR
2170,React Demystified,978-100-000-217-0,2020-10-06,33.28,USD
2171,TypeScript Guide,978-100-000-217-1,2021-10-06,19.72,EUR
2172,Flutter for Beginners,978-100-000-217-2,2021-07-23,80.53,USD
2173,Java Crash Course,978-100-000-217-3,2021-10-09,71.74,EUR
2174,Blockchain Demystified,978-100-000-217-4,2020-02-29,60.01,EUR
2175,Elixir Mastery,978-100-000-217-5,2021-06-23,58.59,USD
2176,Angular in Action,978-100-000-217-6,2022-09-03,89.39,EUR
2177,React Handbook,978-100-000-217-7,2022-03-03,98.45,USD
2178,Cybersecurity Handbook,978-100-000-217-8,2020-12-27,16.55,EUR
2179,Django Demystified,978-100-000-217-9,2020-06-14,11.04,EUR
2180,Azure Deep Dive,978-100-000-218-0,2021-10-14,73.81,USD
2181,Java in Action,978-100-000-218-1,2022-07-18,88.49,USD
2182,Angular Mastery,978-100-000-218-2,2022-06-25,71.35,GBP
2183,Blockchain in 24 Hours,978-100-000-218-3,2022-07-19,50.34,EUR
2184,Spring Guide,978-100-000-218-4,2020-01-24,57.24,EUR
2185,Rust Advanced,978-100-000-218-5,2022-02-23,65.95,USD
2186,C++ Guide,978-100-000-218-6,2021-12-10,45.07,EUR
2187,AI Handbook,978-100-000-218-7,2021-11-27,82.63,USD
2188,AI Advanced,978-100-000-218-8,2020-01-15,57.56,GBP
2189,Azure Patterns,978-100-000-218-9,2022-07-25,26.72,USD
2190,TypeScript Cookbook,978-100-000-219-0,2021-06-07,44.95,USD
2191,Docker Patterns,978-100-000-219-1,2021-01-14,86.92,USD
2192,Ruby Fundamentals,978-100-000-219-2,2020-11-27,33.68,EUR
2193,PHP Fundamentals,978-100-000-219-3,2021-11-19,92.37,USD
2194,TypeScript Crash Course,978-100-000-219-4,2022-02-05,51.44,EUR
2195,Spring Cookbook,978-100-000-219-5,2021-11-21,44.86,GBP
2196,C++ Patterns,978-100-000-219-6,2020-04-12,38.70,GBP
2197,Cybersecurity Guide,978-100-000-219-7,2021-12-18,34.80,EUR
2198,Vue Essentials,978-100-000-219-8,2021-04-01,39.43,GBP
2199,React Native Deep Dive,978-100-000-219-9,2022-06-23,57.89,EUR
2200,Ruby Handbook,978-100-000-220-0,2020-10-12,42.38,EUR
2201,Vue Fundamentals,978-100-000-220-1,2020-06-13,46.94,GBP
2202,Docker in 24 Hours,978-100-000-220-2,2020-04-30,46.83,GBP
2203,React Demystified,978-100-000-220-3,2021-02-02,13.59,USD
2204,Angular Demystified,978-100-000-220-4,2020-10-14,23.91,EUR
2205,React Handbook,978-100-000-220-5,2020-06-07,18.77,USD
2206,Cybersecurity in Action,978-100-000-220-6,2020-05-30,70.53,EUR
2207,JavaScript for Beginners,978-100-000-220-7,2021-02-22,49.91,GBP
2208,Vue Crash Course,978-100-000-220-8,2020-03-16,32.97,EUR
2209,Ruby Deep Dive,978-100-000-220-9,2020-12-30,84.27,USD
2210,Spring Crash Course,978-100-000-221-0,2022-01-20,33.28,EUR
2211,Ruby Patterns,978-100-000-221-1,2020-11-17,52.07,EUR
2212,Laravel Essentials,978-100-000-221-2,2020-05-28,73.37,USD
2213,React Native Essentials,978-100-000-221-3,2021-08-29,65.60,GBP
2214,JavaScript Advanced,978-100-000-221-4,2020-12-02,87.40,GBP
2215,C++ Guide,978-100-000-221-5,2021-11-21,80.33,GBP
2216,Kubernetes Crash Course,978-100-000-221-6,2021-06-06,77.32,EUR
2217,Ruby Handbook,978-100-000-221-7,2022-05-25,84.94,EUR
2218,C# in Action,978-100-000-221-8,2022-09-10,76.50,EUR
2219,Data Science Guide,978-100-000-221-9,2021-02-05,32.38,GBP
2220,JavaScript Guide,978-100-000-222-0,2022-02-25,83.06,GBP
2221,C++ in Action,978-100-000-222-1,2021-10-21,44.41,EUR
2222,C# Fundamentals,978-100-000-222-2,2020-09-18,86.44,GBP
2223,Erlang for Beginners,978-100-000-222-3,2021-02-28,74.45,EUR
2224,Scala Essentials,978-100-000-222-4,2021-03-18,83.06,GBP
2225,React in 24 Hours,978-100-000-222-5,2020-08-31,99.89,GBP
2226,Python Deep Dive,978-100-000-222-6,2020-06-05,51.82,GBP
2227,DevOps Crash Course,978-100-000-222-7,2021-12-13,55.75,USD
2228,Laravel Demystified,978-100-000-222-8,2022-08-14,18.76,EUR
2229,React Native Cookbook,978-100-000-222-9,2021-12-07,66.57,GBP
2230,Vue Advanced,978-100-000-223-0,2022-02-05,50.49,EUR
2231,Kubernetes Cookbook,978-100-000-223-1,2020-10-31,53.85,USD
2232,Erlang Patterns,978-100-000-223-2,2020-04-08,32.57,EUR
2233,Cybersecurity in Action,978-100-000-223-3,2021-05-28,66.82,USD
2234,TypeScript Advanced,978-100-000-223-4,2020-08-31,14.12,EUR
2235,React Native in 24 Hours,978-100-000-223-5,2021-08-26,31.84,EUR
2236,Erlang Advanced,978-100-000-223-6,2022-02-23,59.29,EUR
2237,Kotlin Guide,978-100-000-223-7,2022-06-24,61.72,GBP
2238,GCP Fundamentals,978-100-000-223-8,2022-03-29,35.60,EUR
2239,PHP in 24 Hours,978-100-000-223-9,2020-11-03,67.25,USD
2240,Django Advanced,978-100-000-224-0,2020-08-18,94.46,GBP
2241,AI Essentials,978-100-000-224-1,2021-04-05,10.07,GBP
2242,C# Essentials,978-100-000-224-2,2020-11-28,73.95,GBP
2243,JavaScript Handbook,978-100-000-224-3,2022-03-06,10.64,USD
2244,Rust Demystified,978-100-000-224-4,2020-08-12,76.10,GBP
2245,Erlang Deep Dive,978-100-000-224-5,2021-02-21,10.97,GBP
2246,Rust Crash Course,978-100-000-224-6,2020-06-17,26.13,GBP
2247,Kotlin Demystified,978-100-000-224-7,2022-07-25,33.90,USD
2248,Scala Mastery,978-100-000-224-8,2022-02-17,35.12,USD
2249,Blockchain Deep Dive,978-100-000-224-9,2022-06-04,41.79,EUR
2250,React Native Cookbook,978-100-000-225-0,2022-07-10,82.47,EUR
2251,Cybersecurity Demystified,978-100-000-225-1,2020-07-09,63.23,GBP
2252,Cybersecurity Crash Course,978-100-000-225-2,2021-06-30,34.95,GBP
2253,Elixir Fundamentals,978-100-000-225-3,2021-10-11,11.12,USD
2254,GCP in Action,978-100-000-225-4,2020-02-28,94.84,USD
2255,Flutter Fundamentals,978-100-000-225-5,2022-07-08,75.13,GBP
2256,Machine Learning Guide,978-100-000-225-6,2020-12-18,58.03,USD
2257,Cybersecurity Fundamentals,978-100-000-225-7,2020-03-23,97.23,USD
2258,Python Patterns,978-100-000-225-8,2021-11-25,15.14,EUR
2259,PHP Patterns,978-100-000-225-9,2020-03-19,72.92,USD
2260,Docker Crash Course,978-100-000-226-0,2022-02-20,96.80,GBP
2261,Vue Crash Course,978-100-000-226-1,2022-02-20,21.42,USD
2262,Cybersecurity Cookbook,978-100-000-226-2,2021-03-17,84.68,EUR
2263,Cybersecurity Advanced,978-100-000-226-3,2020-10-29,88.10,USD
2264,Go Deep Dive,978-100-000-226-4,2021-08-30,90.04,EUR
2265,C++ in 24 Hours,978-100-000-226-5,2020-07-28,45.83,GBP
2266,Ruby Handbook,978-100-000-226-6,2021-03-19,31.81,USD
2267,Erlang Guide,978-100-000-226-7,2021-08-15,27.77,USD
2268,Angular Advanced,978-100-000-226-8,2022-05-20,66.64,GBP
2269,AWS Advanced,978-100-000-226-9,2021-11-10,84.72,EUR
2270,Blockchain Deep Dive,978-100-000-227-0,2020-06-02,74.40,EUR
2271,TypeScript Demystified,978-100-000-227-1,2020-02-22,77.10,GBP
2272,Rust Handbook,978-100-000-227-2,2021-02-05,42.37,USD
2273,DevOps in Action,978-100-000-227-3,2022-05-05,20.85,EUR
2274,Python in 24 Hours,978-100-000-227-4,2021-06-08,79.42,EUR
2275,Angular Handbook,978-100-000-227-5,2022-07-26,85.53,EUR
2276,Azure Demystified,978-100-000-227-6,2022-07-16,30.43,USD
2277,Elixir in 24 Hours,978-100-000-227-7,2022-08-28,22.03,EUR
2278,AI Essentials,978-100-000-227-8,2021-02-17,13.83,USD
2279,React Native Guide,978-100-000-227-9,2021-07-29,58.30,GBP
2280,Django in 24 Hours,978-100-000-228-0,2020-06-09,37.20,EUR
2281,Blockchain Deep Dive,978-100-000-228-1,2020-12-08,89.76,GBP
2282,GCP Essentials,978-100-000-228-2,2021-06-09,90.93,USD
2283,Data Science Demystified,978-100-000-228-3,2021-08-21,99.03,GBP
2284,Blockchain in 24 Hours,978-100-000-228-4,2020-04-24,50.04,EUR
2285,Blockchain Mastery,978-100-000-228-5,2020-05-24,16.46,EUR
2286,Ruby Patterns,978-100-000-228-6,2022-09-03,38.78,GBP
2287,Docker in 24 Hours,978-100-000-228-7,2022-08-14,47.28,GBP
2288,Data Science Deep Dive,978-100-000-228-8,2022-05-07,96.36,EUR
2289,Elixir for Beginners,978-100-000-228-9,2022-02-27,49.41,USD
2290,Swift Deep Dive,978-100-000-229-0,2022-08-19,46.59,USD
2291,DevOps Cookbook,978-100-000-229-1,2020-02-10,49.10,EUR
2292,Kotlin in 24 Hours,978-100-000-229-2,2020-08-04,17.79,USD
2293,Azure Handbook,978-100-000-229-3,2021-06-07,81.93,EUR
2294,Haskell Essentials,978-100-000-229-4,2021-01-18,43.12,GBP
2295,Ruby Essentials,978-100-000-229-5,2021-01-20,61.93,USD
2296,Go Demystified,978-100-000-229-6,2021-09-24,46.44,EUR
2297,Machine Learning Deep Dive,978-100-000-229-7,2020-08-28,77.73,GBP
2298,Docker in Action,978-100-000-229-8,2021-03-15,38.94,EUR
2299,AI Fundamentals,978-100-000-229-9,2022-08-19,91.20,EUR
2300,Angular Deep Dive,978-100-000-230-0,2020-10-11,90.95,GBP
2301,Scala in Action,978-100-000-230-1,2021-12-30,72.04,GBP
2302,Spring Advanced,978-100-000-230-2,2020-03-13,82.91,USD
2303,GCP for Beginners,978-100-000-230-3,2020-12-17,37.43,USD
